     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/17/2016-12/23/2016,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
R446,BROOK AVENUE-138TH STREET     ,00013650,00000723,00000116,00000122,00000009,00013380,00005204,00000000,00000000,00000000,00000000,00000067,00000462,00000006,00000647,00000041,00000075,00000000,00000058,00000000,00000000,00000000,00003025,00000000,                                                                                                                      
R447,CYPRESS AVENUE-138TH STREET   ,00007960,00000407,00000078,00000175,00000007,00009091,00003162,00000000,00000000,00000000,00000000,00000044,00000264,00000002,00000370,00000049,00000035,00000000,00000064,00000000,00000000,00000000,00001883,00000000,                                                                                                                      
R448,EAST 143RD ST-SOUTHERN BLVD   ,00001967,00000077,00000005,00000025,00000004,00001822,00001006,00000000,00000000,00000000,00000000,00000020,00000027,00000001,00000280,00000025,00000013,00000000,00000018,00000000,00000000,00000000,00000684,00000000,                                                                                                                      
R449,EAST 149TH ST-SOUTHERN BLVD   ,00008797,00000494,00000084,00000184,00000002,00010528,00004411,00000000,00000000,00000000,00000000,00000042,00000211,00000001,00000605,00000012,00000056,00000000,00000034,00000000,00000000,00000000,00002813,00000000,                                                                                                                      
R450,LONGWOOD AVE-SOUTHERN BLVD    ,00006695,00000375,00000036,00000083,00000000,00007120,00003099,00000000,00000000,00000000,00000000,00000034,00000214,00000010,00000295,00000018,00000042,00000000,00000039,00000000,00000000,00000000,00001959,00000000,                                                                                                                      
R451,WINTHROP ST-NOSTRAND AVE      ,00013559,00001068,00000197,00000293,00000055,00008735,00008724,00000000,00000000,00000000,00000000,00000110,00000413,00000031,00002080,00000199,00000162,00000000,00000083,00000000,00000000,00000000,00002682,00000000,                                                                                                                      
R452,72ND STREET & BROADWAY        ,00091990,00011804,00000682,00002349,00000146,00042986,00065595,00000000,00000000,00000000,00000000,00001466,00001599,00000255,00007466,00002908,00001889,00000000,00001444,00000000,00000000,00000000,00006526,00000000,                                                                                                                      
R453,23RD STREET-6TH AVENUE        ,00028274,00001513,00000152,00000486,00000034,00013710,00022777,00000000,00000000,00000000,00000000,00000475,00000231,00000015,00002630,00000800,00000634,00000000,00000477,00000000,00000000,00000000,00001451,00000000,                                                                                                                      
R454,PROSPECT AVE-4TH AVE          ,00001784,00000113,00000008,00000044,00000000,00000984,00001093,00000000,00000000,00000000,00000000,00000016,00000034,00000000,00000064,00000012,00000023,00000000,00000012,00000000,00000000,00000000,00000947,00000000,                                                                                                                      
R455,25TH STREET-4TH AVENUE        ,00001565,00000129,00000021,00000029,00000000,00001063,00000743,00000000,00000000,00000000,00000000,00000005,00000037,00000000,00000035,00000013,00000018,00000000,00000009,00000000,00000000,00000000,00000469,00000000,                                                                                                                      
R456,HOYT STREET-FULTON STREET     ,00006276,00000358,00000050,00000123,00000017,00003971,00004800,00000000,00000000,00000000,00000000,00000082,00000059,00000031,00000703,00000133,00000105,00000000,00000115,00000000,00000000,00000000,00000269,00000000,                                                                                                                      
R460,MARCY AVENUE-BROADWAY         ,00030767,00001559,00000189,00000479,00000023,00020016,00017210,00000000,00000000,00000000,00000000,00000241,00000718,00000005,00001957,00000404,00000387,00000000,00000488,00000000,00000000,00000000,00002652,00000000,                                                                                                                      
R461,BROADWAY LAFAYETTE-BLEECKER   ,00060381,00002295,00000216,00000499,00000112,00030997,00040544,00000000,00000000,00000000,00000000,00000833,00000385,00000160,00004139,00001437,00000986,00000000,00001013,00000000,00000000,00000000,00003067,00000000,                                                                                                                      
R462,CANAL STREET-BROADWAY         ,00036628,00001427,00000065,00000377,00000044,00016789,00021755,00000001,00000000,00000000,00000000,00000369,00000250,00000036,00002025,00000762,00000558,00000000,00000640,00000000,00000000,00000000,00001133,00000000,                                                                                                                      
R463,CANAL ST-LAFAYETTE ST EAST    ,00053102,00005943,00000246,00002793,00000098,00021789,00035675,00000000,00000000,00000000,00000000,00000545,00000954,00000233,00002338,00000894,00000546,00000000,00001025,00000000,00000000,00000000,00001846,00000000,                                                                                                                      
R464,AQUEDUCT RACE TRACK           ,00003705,00001428,00000177,00000372,00000000,00001840,00001573,00000000,00000000,00000000,00000000,00000027,00000709,00000000,00000115,00000016,00000023,00000000,00000023,00000000,00000000,00000000,00000061,00000000,                                                                                                                      
R468,RI TRAMWAY (MANHATTAN)        ,00004719,00000646,00000065,00000212,00000001,00005217,00008694,00000000,00000000,00000000,00000000,00000029,00000034,00000005,00000656,00000113,00000186,00000000,00000155,00000000,00000000,00000000,00000377,00000000,                                                                                                                      
R469,RI TRAMWAY (ROOSEVELT)        ,00006276,00000858,00000057,00000173,00000002,00004533,00007008,00000000,00000000,00000000,00000000,00000040,00000050,00000005,00000518,00000138,00000248,00000000,00000180,00000000,00000000,00000000,00000765,00000000,                                                                                                                      
R535,AIRTRAIN @ HOWARD BEACH       ,00021817,00000213,00000000,00000000,00000004,00000000,00000000,00000000,00000000,00000000,00000000,00000125,00000000,00000000,00000000,00000319,00000000,00000000,00018922,00006797,00001858,00000018,00000000,00000000,                                                                                                                      
R536,AIRTRAIN JAMAICA CENTER 1     ,00044980,00000283,00000000,00000000,00000091,00000000,00000000,00000000,00000000,00000000,00000000,00000450,00000000,00000000,00000000,00000883,00000000,00000000,00052717,00021308,00006278,00000849,00000000,00000000,                                                                                                                      
R540,PA-PATH WORLD TRADE CNTR      ,00130559,00000000,00000000,00000000,00000094,00000000,00000000,00000000,00000000,00000000,00000000,00001157,00000000,00000000,00000000,00000000,00000000,00003657,00001452,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R541,PA-PATH THIRTY THIRD ST       ,00059319,00000000,00000000,00000000,00000129,00000000,00000000,00000000,00000000,00000000,00000000,00000645,00000000,00000000,00000000,00000000,00000000,00003536,00000556,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R542,PA-PATH TWENTY THIRD ST       ,00014599,00000000,00000000,00000000,00000017,00000000,00000000,00000000,00000000,00000000,00000000,00000182,00000000,00000000,00000000,00000000,00000000,00000394,00000131,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R543,PA-PATH EXCHANGE PLACE        ,00029696,00000000,00000000,00000000,00000055,00000000,00000000,00000000,00000000,00000000,00000000,00000277,00000000,00000000,00000000,00000000,00000000,00000737,00000306,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R544,PA-PATH HARRISON              ,00016251,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000160,00000000,00000000,00000000,00000000,00000000,00001646,00000091,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R545,PA-PATH 14TH STREET           ,00016926,00000000,00000000,00000000,00000004,00000000,00000000,00000000,00000000,00000000,00000000,00000191,00000000,00000000,00000000,00000000,00000000,00000590,00000170,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R546,PA-PATH PAVONIA/NEWPORT       ,00033272,00000000,00000000,00000000,00000093,00000000,00000000,00000000,00000000,00000000,00000000,00000326,00000000,00000000,00000000,00000000,00000000,00002073,00000440,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R547,PA-PATH 9TH STREET            ,00007446,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000000,00000000,00000000,00000106,00000000,00000000,00000000,00000000,00000000,00000186,00000096,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R548,PA-PATH CHRISTOPHER ST        ,00008556,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000118,00000000,00000000,00000000,00000000,00000000,00000144,00000068,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R549,PA-PATH NEWARK                ,00058955,00000000,00000000,00000000,00000010,00000000,00000000,00000000,00000000,00000000,00000000,00000347,00000000,00000000,00000000,00000000,00000000,00004772,00000396,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R550,PA-PATH HOBOKEN               ,00057977,00000000,00000000,00000000,00000049,00000000,00000000,00000000,00000000,00000000,00000000,00000605,00000000,00000000,00000000,00000000,00000000,00001404,00000471,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R551,PA-PATH GROVE ST              ,00036256,00000000,00000000,00000000,00000033,00000000,00000000,00000000,00000000,00000000,00000000,00000331,00000000,00000000,00000000,00000000,00000000,00001163,00000385,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R552,PA-PATH JOURNAL SQUARE        ,00046656,00000000,00000000,00000000,00000008,00000000,00000000,00000000,00000000,00000000,00000000,00000345,00000000,00000000,00000000,00000000,00000000,00003528,00000436,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R572,96TH STREET - 2 AVENUE        ,00000005,00000000,00000000,00000000,00000000,00000005,00000016,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000002,00000000,                                                                                                                      
