     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/11/2010-12/17/2010,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,14-D RFM UNL,1-D UNL,14-D UNL,7D-XBUS PASS,TCMC,LIB SPEC SEN,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,                                                                                                   
R463,CANAL ST-LAFAYETTE ST EAST    ,00057016,00004584,00000165,00002367,00000114,00013636,00044355,00000044,00005363,00002149,00000228,00000528,00000000,00000503,00003032,00000311,00000154,00000000,00000388,00000000,00000000,00000000,                                                                                                                                        
R464,AQUEDUCT RACE TRACK           ,00000990,00000340,00000038,00000102,00000000,00000298,00000215,00000006,00000009,00000020,00000002,00000004,00000000,00000000,00000038,00000000,00000007,00000000,00000002,00000000,00000000,00000000,                                                                                                                                        
R468, RI TRAMWAY (MANHATTAN)       ,00003192,00000384,00000024,00000112,00000001,00001153,00006053,00000001,00000162,00000444,00000010,00000023,00000000,00000008,00000415,00000043,00000096,00000000,00000035,00000000,00000000,00000000,                                                                                                                                        
R469, RI TRAMWAY (ROOSEVELT)       ,00004484,00000585,00000037,00000106,00000001,00001214,00006012,00000003,00000193,00000462,00000017,00000031,00000000,00000006,00000455,00000069,00000123,00000000,00000051,00000000,00000000,00000000,                                                                                                                                        
R535,AIRTRAIN @ HOWARD BEACH       ,00008316,00000000,00000000,00000000,00000002,00000000,00000000,00000000,00000000,00000000,00000000,00000062,00000000,00000000,00000000,00000019,00000000,00000000,00017206,00005960,00001261,00000027,                                                                                                                                        
R536,AIRTRAIN JAMAICA CENTER 1     ,00015141,00000000,00000000,00000000,00000036,00000000,00000000,00000000,00000000,00000000,00000000,00000102,00000000,00000000,00000000,00000100,00000000,00000000,00037489,00015887,00004773,00000436,                                                                                                                                        
R540,PA-PATH WORLD TRADE CNTR      ,00096522,00000000,00000000,00000000,00000097,00000000,00000000,00000000,00000000,00000000,00000000,00001110,00000000,00000000,00000000,00000000,00000000,00001559,00000468,00000000,00000000,00000000,                                                                                                                                        
R541,PA-PATH THIRTY THIRD ST       ,00092790,00000000,00000000,00000000,00000198,00000000,00000000,00000000,00000000,00000000,00000000,00001018,00000000,00000000,00000000,00000000,00000000,00004256,00000409,00000000,00000000,00000000,                                                                                                                                        
R542,PA-PATH TWENTY THIRD ST       ,00017951,00000000,00000000,00000000,00000006,00000000,00000000,00000000,00000000,00000000,00000000,00000304,00000000,00000000,00000000,00000000,00000000,00000378,00000065,00000000,00000000,00000000,                                                                                                                                        
R543,PA-PATH EXCHANGE PLACE        ,00034224,00000000,00000000,00000000,00000077,00000000,00000000,00000000,00000000,00000000,00000000,00000441,00000000,00000000,00000000,00000000,00000000,00000487,00000183,00000000,00000000,00000000,                                                                                                                                        
R544,PA-PATH HARRISON              ,00015155,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000130,00000000,00000000,00000000,00000000,00000000,00000305,00000031,00000000,00000000,00000000,                                                                                                                                        
R545,PA-PATH 14TH STREET           ,00026469,00000000,00000000,00000000,00000016,00000000,00000000,00000000,00000000,00000000,00000000,00000222,00000000,00000000,00000000,00000000,00000000,00000749,00000124,00000000,00000000,00000000,                                                                                                                                        
R546,PA-PATH PAVONIA/NEWPORT       ,00036688,00000000,00000000,00000000,00000140,00000000,00000000,00000000,00000000,00000000,00000000,00000355,00000000,00000000,00000000,00000000,00000000,00001303,00000216,00000000,00000000,00000000,                                                                                                                                        
R547,PA-PATH 9TH STREET            ,00013276,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000125,00000000,00000000,00000000,00000000,00000000,00000175,00000085,00000000,00000000,00000000,                                                                                                                                        
R548,PA-PATH CHRISTOPHER ST        ,00012584,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000140,00000000,00000000,00000000,00000000,00000000,00000121,00000061,00000000,00000000,00000000,                                                                                                                                        
R549,PA-PATH NEWARK                ,00067020,00000000,00000000,00000000,00000017,00000000,00000000,00000000,00000000,00000000,00000000,00000334,00000000,00000000,00000000,00000000,00000000,00003306,00000208,00000000,00000000,00000000,                                                                                                                                        
R550,PA-PATH HOBOKEN               ,00079163,00000000,00000000,00000000,00000036,00000000,00000000,00000000,00000000,00000000,00000000,00001066,00000000,00000000,00000000,00000000,00000000,00001456,00000321,00000000,00000000,00000000,                                                                                                                                        
R551,PA-PATH GROVE ST              ,00036174,00000000,00000000,00000000,00000023,00000000,00000000,00000000,00000000,00000000,00000000,00000427,00000000,00000000,00000000,00000000,00000000,00000697,00000175,00000000,00000000,00000000,                                                                                                                                        
R552,PA-PATH JOURNAL SQUARE        ,00053686,00000000,00000000,00000000,00000011,00000000,00000000,00000000,00000000,00000000,00000000,00000374,00000000,00000000,00000000,00000000,00000000,00001498,00000214,00000000,00000000,00000000,                                                                                                                                        
